sample_index,clean_index,trajectory_seed,replicate_id,noise_seed,alpha,method,setting_id,window_length,polyorder,n_anchors,bandwidth_multiplier,bandwidth,kernel_type,kernel_degree,rmse,relative_rmse,denoising_gain,rmse_x,rmse_y,rmse_z
17,2,2,0,1004,0.05,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.4303502500659927,0.026882304260597106,0.409881611089303,0.18180812398969637,0.19463094251045077,0.6961814529735967
18,2,2,0,1004,0.1,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.8606237621085449,0.053759814995701496,0.4099342246508775,0.36364675018002696,0.38895089726563714,1.3922995440340256
19,2,2,0,1004,0.2,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,1.7211744365145847,0.10751506448724413,0.4099592800547287,0.7273253707408857,0.777602195042989,2.7845389122931734
20,2,2,1,1005,0.02,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.16686649404878895,0.010423500075184772,0.4295841923275122,0.07461162358088823,0.07857691455729167,0.26794039380743523
21,2,2,1,1005,0.05,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.41721386200665744,0.02606172525398058,0.429519069300749,0.18652670446766673,0.19620762811457765,0.6700093843683188
22,2,2,1,1005,0.1,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.8344695258723409,0.05212606170731058,0.4294904902366121,0.3730554008871277,0.39228928531761625,1.340133184919604
23,2,2,1,1005,0.2,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,1.668984621793916,0.10425496999813888,0.42947491258779313,0.7461141293149524,0.7844640429621424,2.6803840908888086
24,3,3,0,1006,0.02,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.16560387887363637,0.010336929550212308,0.427618379728153,0.07593476158331312,0.07867044111993517,0.2651769367257685
25,3,3,0,1006,0.05,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.41406950747878446,0.02584605721080546,0.42753569008677883,0.18985063041096437,0.19678991590231595,0.6630166952670862
26,3,3,0,1006,0.1,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.8281900006252282,0.05169529692710686,0.4275004454303566,0.37971405000503516,0.3936901610085588,1.3260925038475544
27,3,3,0,1006,0.2,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,1.6564351528940664,0.10339403639830419,0.42748138320346607,0.759442253335272,0.7875035566956669,2.6522476994561215
28,3,3,1,1007,0.02,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.1657723483394869,0.010347445348584323,0.43053526608002657,0.0735371104885001,0.08143542414009154,0.2653337134592778
29,3,3,1,1007,0.05,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.414458004346502,0.02587030703381316,0.43049798225012126,0.1838726534606255,0.20350207164393674,0.6634033963182803
30,3,3,1,1007,0.1,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.8289452027521851,0.051742436349417616,0.43047792463820933,0.36776897976309675,0.406979824747118,1.326862407060508
31,3,3,1,1007,0.2,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,1.6579237633797788,0.10348695488441198,0.4304664654691538,0.7355630399862714,0.813947838479565,2.6537840051478763
32,4,4,0,1008,0.02,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.17269632541936916,0.010653488028420758,0.41934987330651685,0.0749000632064146,0.08066482838912242,0.2781280791877838
33,4,4,0,1008,0.05,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.4318210380624763,0.026638669052438602,0.41924197900329796,0.1872637271769702,0.20165546902934323,0.695467896480066
34,4,4,0,1008,0.1,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.8637112358672546,0.0532816045099954,0.4191954723818835,0.37454291087981106,0.4033696864937649,1.3910434216147318
35,4,4,0,1008,0.2,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,1.7274975082835131,0.1065678379602683,0.4191702431353549,0.7491036818039111,0.8068217922656364,2.782197906837385
36,4,4,1,1009,0.02,savitzky_golay,savgol|w=7|p=2,7,2,,,,,,0.17130101912395515,0.0105674127811445,0.41622700022614123,0.07563017874448012,0.08077053174583788,0.2752967757226545
