sample_index,clean_index,trajectory_seed,replicate_id,noise_seed,alpha,method,setting_id,window_length,polyorder,n_anchors,bandwidth_multiplier,bandwidth,kernel_type,kernel_degree,rmse,relative_rmse,denoising_gain,rmse_x,rmse_y,rmse_z
20,2,2,1,1005,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.426844515947633,0.4014599496265211,-20.969501584170033,4.477721079141387,6.0784344001080655,8.18019807079842
21,2,2,1,1005,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.427368126674515,0.40149265754959534,-7.788516597258866,4.477861655206723,6.078592136215353,8.181238032580676
22,2,2,1,1005,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.429237816870815,0.40160944981524943,-3.3955365670433517,4.478363676560945,6.079155446045138,8.184951103148068
23,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.436711146714848,0.40207627962812,-1.2003229638385888,4.480371199467686,6.081408163580594,8.19978657171301
24,3,3,0,1006,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.483377452474488,0.4046898927095893,-21.408690643731543,4.685393777050685,6.3293575236183015,8.00555232735099
25,3,3,0,1006,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.483812702935576,0.40471706087366593,-7.964078005146925,4.685570288127584,6.3294355672457865,8.006444777511811
26,3,3,0,1006,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.48536693041227,0.40481407514676665,-3.483113387119805,4.686200630557391,6.329714286631631,8.009631287770368
27,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.491580119156688,0.4052018999656662,-1.243704176496156,4.688721152856779,6.330829041466756,8.022364671888555
28,3,3,1,1007,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.483387307812369,0.40469050787593724,-21.271871425640267,4.685386111952016,6.329357275526503,8.005580953932991
29,3,3,1,1007,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.483874294416756,0.4047209053899066,-7.909417732996134,4.685522382859872,6.329434016690945,8.006623672027416
30,3,3,1,1007,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.485613233787814,0.40482944930743425,-3.4559035948784773,4.686009032324188,6.329708084683088,8.010346557204906
31,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.492564333776339,0.4052633342584787,-1.2303396542471243,4.687955124998095,6.33080423800441,8.025220827537598
32,4,4,0,1008,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.35037453510612,0.3917491522848188,-20.351616888235622,4.545775907876418,6.119802040012375,7.928790235263103
33,4,4,0,1008,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.350889646789226,0.39178092908224604,-7.541339531271573,4.545888549084734,6.119926606110849,7.929867183767993
34,4,4,0,1008,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.352728990409444,0.3918943966108142,-3.27190663631444,4.546290816331924,6.1203714643379845,7.933712235052333
35,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.360081045487126,0.39234793857567174,-1.1384252709923177,4.547899529510453,6.122150573995997,7.9490738412907405
36,4,4,1,1009,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.3503461533435575,0.39174740143825654,-20.641205887147784,4.545781454921131,6.1198076009574995,7.92871456752063
37,4,4,1,1009,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.35071227308017,0.3917699870504373,-7.656981431439069,4.545923217144076,6.119961361227579,7.9293943127621835
38,4,4,1,1009,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.352019671302558,0.39185063932417136,-3.3293818064860528,4.546429474713477,6.120510473516327,7.931821498803246
39,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.35724657546558,0.3921730825538767,-1.1664721684908237,4.548453941510154,6.122706430202352,7.941522824705989
0,0,0,0,1000,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.56112612662781,0.4050832172148107,-20.98081026677402,4.724303743204422,5.925334358723195,8.46855920613614
1,0,0,0,1000,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.561513490037657,0.40510713298982615,-7.7928431981857855,4.724449397570067,5.925467021813171,8.469285465908142
2,0,0,0,1000,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.56289674414677,0.4051925349488696,-3.397348423102562,4.724969555079882,5.925940794318928,8.471878742568967
3,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.56842684756988,0.4055339629359147,-1.2005268836650766,4.727049612745581,5.927835505687107,8.482243920790506
4,0,0,1,1001,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.5611134057159335,0.40508243182708775,-20.781407550479702,4.724296044574466,5.925333736490733,8.468534369205733
5,0,0,1,1001,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.561433988627543,0.40510222458136685,-7.712988725197704,4.7244012824104304,5.925463132946269,8.469130247209769
6,0,0,1,1001,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.562578799756586,0.40517290509661774,-3.357254465228637,4.724777112689728,5.925925240079697,8.471258040777261
7,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.567156048595619,0.4054555039447306,-1.1801467753543675,4.726280134949451,5.927773308371864,8.479763875860835
8,1,1,0,1002,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.049783715037713,0.4447069658713039,-23.5929945226168,4.971433149622475,6.382665880845589,9.145752018219017
9,1,1,0,1002,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.050402758196357,0.44474601569410016,-8.8380616156896,4.971576337504408,6.382815953316727,9.147000950300596
10,1,1,0,1002,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.052613183056699,0.4448854513665495,-3.920573010235124,4.972087689135184,6.383351897626314,9.15146003062333
11,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.061447963271734,0.44544275758506335,-1.463368496143378,4.97413256997776,6.385495225038497,9.169274667130466
12,1,1,1,1003,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.049746465413272,0.4447046161300729,-23.671960562238336,4.971435227163109,6.382668802627565,9.145662710701036
13,1,1,1,1003,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.050169965256701,0.4447313308972247,-8.86937707296364,4.971589321745159,6.382834214002781,9.146442840224159
14,1,1,1,1003,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.051682257073457,0.4448267276827896,-3.9357470484224883,4.972139620553374,6.38342493392456,9.14922847407623
15,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,7.057728183884127,0.4452081104140239,-1.4699894140317764,4.9743402070045,6.385787267163746,9.160362538474383
16,2,2,0,1004,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.6598369404590665,0.41601407907147925,-21.830777053742764,4.527774398883651,6.064345617061043,8.705357858822113
17,2,2,0,1004,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.660522716739069,0.4160569168451552,-8.133251193190734,4.527929784366316,6.064398356065516,8.70681417209473
18,2,2,0,1004,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.662971341555513,0.41620987290205447,-3.568304436716298,4.528484688994378,6.064586705909015,8.712013303664387
19,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.6727568553905545,0.4168211358447843,-1.2875068182788603,4.530703627879012,6.065340046793847,8.7327788765414
20,2,2,1,1005,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.659807408033064,0.4160122342958314,-21.76586107505606,4.527771337767273,6.06436645702027,8.705277153780738
21,2,2,1,1005,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.6603381559330606,0.4160453880503167,-8.107070152687774,4.52791065301156,6.064528603503115,8.70630983768498
22,2,2,1,1005,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.662233338987199,0.4161637727555262,-3.554830773696044,4.528408172467708,6.065107662697958,8.709996994990737
23,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.669808686165701,0.4166369751940072,-1.2800049407329146,4.530397703926166,6.067423346838265,8.72473004193579
24,3,3,0,1006,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.720413877893733,0.4194856139635735,-22.22796670276903,4.819573280359554,6.4534392405056975,8.403375716633505
25,3,3,0,1006,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.72083025727394,0.4195116042021394,-8.291762338890296,4.819752847864042,6.4535195440888975,8.404210017653998
26,3,3,0,1006,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.722317115954438,0.41960441334124876,-3.646908984236018,4.820394105774495,6.4538063344435646,8.40718898829285
27,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.728261264911933,0.4199754448015473,-1.3255089860311768,4.822958284803371,6.454953368442702,8.419094330212708
28,3,3,1,1007,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.720422884951757,0.41948617618062356,-22.08614113477665,4.8195646858883965,6.45343922862068,8.403402264487108
29,3,3,1,1007,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.720886547700962,0.4195151178286464,-8.23509356760724,4.819699134169138,6.45351946980849,8.404375923891992
30,3,3,1,1007,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.722542225034323,0.419618464562245,-3.618684307475746,4.820179275986982,6.453806037335124,8.407852358474818
31,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.729160860655371,0.42003159721709965,-1.3116158016716852,4.822099365175804,6.454952180220053,8.421743746349192
32,4,4,0,1008,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.538807614049731,0.4033734271256955,-20.98517808819836,4.583604933830573,6.1954560340903875,8.29909063577939
33,4,4,0,1008,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.539275842707786,0.4034023117495637,-7.794700958069242,4.583718836116517,6.195587665321102,8.300036189910058
34,4,4,0,1008,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.540947814300568,0.4035054542414743,-3.3984748000238714,4.5841256068916785,6.196057754031438,8.303412289965923
35,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.547631431207046,0.4039177608295086,-1.2014846064849705,4.585752329173762,6.197937752329387,8.31690298551804
36,4,4,1,1009,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.538785427194771,0.4033720584376639,-21.283383970698644,4.583611547755826,6.195459908028117,8.299031648088818
37,4,4,1,1009,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.539137183558427,0.4033937579857002,-7.9138330854094825,4.583760171965567,6.195611876877776,8.299667551967527
38,4,4,1,1009,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.540393301851398,0.4034712468446203,-3.4577726823210826,4.584290933380403,6.196154592342987,8.301938239629408
39,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.5454153644308475,0.40378105357292343,-1.2305977988926964,4.586413364817604,6.198324979010837,8.311014786437037
0,0,0,0,1000,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.659142317034892,0.3493948343954787,-17.95902184208571,3.9790947488538433,5.316661683209594,7.209548447669922
1,0,0,0,1000,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.659534739817698,0.3494190625356332,-6.584134608190313,3.97934262387899,5.31680413381484,7.210230682720167
2,0,0,0,1000,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.6609360276849605,0.3495055778969538,-2.793006211293249,3.980227765849039,5.317312854695946,7.212666709745724
3,0,0,0,1000,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.666537714187781,0.3498514254155958,-0.8983797592243195,3.9837663670836534,5.319347252072677,7.222402601856078
4,0,0,1,1001,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.659145383021269,0.3493950236891459,-17.787078404652497,3.97907226408482,5.316678168062468,7.209555920648079
5,0,0,1,1001,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.659553900832746,0.3494202455346293,-6.515373836431589,3.9792021007280436,5.316907160498784,7.2102773842267425
6,0,0,1,1001,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.661012652292323,0.34951030869192234,-2.7586554629761464,3.979665768505689,5.317724910004692,7.212853450662969
7,0,0,1,1001,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,5.666843903404527,0.3498703295047113,-0.8812635745249191,3.9815198996408703,5.320994652061219,7.223148529426672
8,1,1,0,1002,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.767057780135187,0.4268723488439137,-22.606712155736787,4.935267202298853,6.476530771667186,8.430711702141492
9,1,1,0,1002,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.767654419043716,0.42690998538560876,-8.443517406270676,4.935410168538135,6.476699038504819,8.43193542668152
10,1,1,0,1002,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.769784842788432,0.427044374512684,-3.7232450891466664,4.93592072824664,6.477299955364067,8.436304422295931
11,1,1,0,1002,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.778299842049132,0.4275815086488058,-1.3645929808114237,4.937962439655838,6.479703066231904,8.453757825025685
12,1,1,1,1003,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.767044187579776,0.4268714914127754,-22.682588889968688,4.935264655838117,6.476532932883671,8.4306788016197
13,1,1,1,1003,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.7675694725486055,0.4269046268810604,-8.47377089080262,4.935394253323058,6.476712545577733,8.431729826289342
14,1,1,1,1003,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.7694451574375645,0.4270229468422984,-3.7381983103060152,4.935857073899369,6.477353978957486,8.43548241631656
15,1,1,1,1003,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.776942706296812,0.42749589925324344,-1.3717230683770696,4.93770792295404,6.479919077639624,8.450476113694883
16,2,2,0,1004,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.5393548995412445,0.40848803515400983,-21.417749131322623,4.841384277256771,6.367466330965099,8.019093359627322
17,2,2,0,1004,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.540085529783374,0.4085336747800305,-7.9681015302816665,4.841546931388388,6.367523259239672,8.020737314290443
18,2,2,0,1004,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.542694256933177,0.4086966318062275,-3.4858393755372648,4.8421277944629235,6.367726570314107,8.026605831042433
19,2,2,0,1004,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.553118781135342,0.4093478112381706,-1.2464933486567107,4.844450549871385,6.368539749748514,8.050037118220658
20,2,2,1,1005,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.539307370252462,0.40848506618442715,-21.353944190441158,4.8413792543403416,6.367482623039711,8.01896717843668
21,2,2,1,1005,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.5397884992554705,0.4085151204396425,-7.942235552020049,4.841515539260279,6.367625083064607,8.019948810909584
22,2,2,1,1005,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.541506528329189,0.4086224390255645,-3.4722923568595547,4.84200223969768,6.368133842902702,8.02345366099662
23,2,2,1,1005,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.548374137147037,0.4090514318047155,-1.2384937992945546,4.8439485526276265,6.3701684758968495,8.037457777702809
24,3,3,0,1006,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.600919845495133,0.41202684305206827,-21.81495591858736,4.8052814395445305,6.334250688047264,8.216018922062936
25,3,3,0,1006,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.601296357432055,0.41205034478036867,-8.12650290720484,4.805445155808516,6.334319622776269,8.216777505017719
26,3,3,0,1006,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.602640867845831,0.4121342685961709,-3.564180867882258,4.8060298111332225,6.334565812020856,8.219486158934702
27,3,3,0,1006,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.60801617368095,0.41246979309056314,-1.2839483169111956,4.808367722194253,6.335550473697977,8.230311859114025
28,3,3,1,1007,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.6009458955102325,0.4120284690838539,-21.67571121275768,4.805273727653832,6.33425252751063,8.216084801558791
29,3,3,1,1007,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.601459159086485,0.4120605067961617,-8.070989754730505,4.80539695786122,6.334331119276081,8.21718920531889
30,3,3,1,1007,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.603291917668507,0.4121749068722575,-3.53675406369965,4.805837040132461,6.334611796276046,8.22113229330424
31,3,3,1,1007,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.6106178706779515,0.41263219000271234,-1.2708936589731197,4.807596966343418,6.33573437979853,8.236885769162066
32,4,4,0,1008,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.313035709702501,0.38944575220686833,-20.226074010304966,4.372828494090229,5.873770687164314,8.120372435536364
33,4,4,0,1008,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.313680483671143,0.3894855277593549,-7.49129676347971,4.3729453133565785,5.873925208146624,8.121701526475961
34,4,4,0,1008,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.315982710476864,0.38962755015417944,-3.2471965192386385,4.373362499337644,5.874477035544849,8.126446505414988
35,4,4,0,1008,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.325183238322444,0.39019512281688673,-1.126691717251501,4.375030846159788,5.87668382721323,8.145398779997606
36,4,4,1,1009,0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.31298201853343,0.38944244004475054,-20.513873468615703,4.372830871697384,5.873766914743447,8.120248659848707
37,4,4,1,1009,0.05,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.313344940630053,0.38946482839726604,-7.60604410515926,4.372960173101312,5.873901631218321,8.120928023900822
38,4,4,1,1009,0.1,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.314640920766813,0.3895447762991019,-3.3039053610572475,4.373421932660752,5.8743827362467735,8.123353860424647
39,4,4,1,1009,0.2,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.319822183750245,0.38986440396362837,-1.1537183918185643,4.375268483620076,5.876306762652254,8.133049970958835
0,0,0,0,1000,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.810597579262912,0.3587456658996083,-18.466420925518612,4.11310871035501,5.613058364273383,7.270835249162951
1,0,0,0,1000,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.811009661021795,0.35877110778281895,-6.787120585835164,4.113262840484892,5.613193227113252,7.271631896736941
2,0,0,0,1000,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.812481143099809,0.35886195692711703,-2.894546232457336,4.113813258093933,5.613674853664288,7.274476354456066
3,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.818363349989394,0.35922512374408855,-0.9492437485727885,4.116014192479402,5.615600946797568,7.285843080325964
4,0,0,1,1001,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.810595704814805,0.358745550171385,-18.289859103392203,4.1131019996603735,5.6130807170583,7.270817295092403
5,0,0,1,1001,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.81099794654199,0.3587703845321032,-6.7164777818572405,4.1132209000354525,5.61333292720223,7.271519695362467
6,0,0,1,1001,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.812434296901533,0.35885906464790374,-2.8591925623752754,4.113645516177589,5.614233585225459,7.274027714076311
7,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,5.818176152380162,0.35921356618394734,-0.9315024469028503,4.115343542632389,5.617834773372802,7.284051153415441
8,1,1,0,1002,0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,6.7018971096125775,0.42276195265963945,-22.379400783072356,4.895985014671866,6.027978572933274,8.627808508762
9,1,1,0,1002,0.05,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,6.7024489746485365,0.42279676482347767,-8.352530380190153,4.89614034110257,6.0281510418489,8.628885881165989
10,1,1,0,1002,0.1,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,6.70441955038099,0.42292107058808287,-3.6776400509462324,4.8966950381341965,6.0287669619848305,8.632732542143568
