alpha,method,setting_id,window_length,polyorder,n_anchors,bandwidth_multiplier,bandwidth,kernel_type,kernel_degree,mean_rmse,variance_cluster_rmse,mean_relative_rmse,variance_cluster_relative_rmse,mean_denoising_gain,variance_cluster_denoising_gain,mean_rmse_x,variance_cluster_rmse_x,mean_rmse_y,variance_cluster_rmse_y,mean_rmse_z,variance_cluster_rmse_z,n_realizations,n_clusters,eligible_for_ranking
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=3,,,32,1.0,66.03225806451613,compact_polynomial,3,6.399508611830045,0.10921134508128437,0.3986870219195933,0.0005688994086178431,-20.880290288873557,2.2617646846287975,4.609558579998913,0.0406150188499891,6.117590236528089,0.06425001021087652,8.009431682528444,0.26926267662466663,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=1|degree=4,,,32,1.0,66.03225806451613,compact_polynomial,4,6.7059843865376845,0.042365500755792755,0.4177320820118142,0.00027495146983674184,-21.92064809273504,1.1750567610277387,4.725336834904974,0.03214079891946901,6.204250926401327,0.04784243789873074,8.60440435818536,0.11382283631571642,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=2,,,32,2.0,132.06451612903226,compact_polynomial,2,6.395812875798301,0.11900595349989603,0.3984464676915006,0.0005924212738657504,-20.86753678321947,2.3398115804475466,4.554796017834006,0.08857717392779524,6.043163288230201,0.07855829937455908,8.087288081453249,0.25119391368256117,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=3,,,32,2.0,132.06451612903226,compact_polynomial,3,6.369402898271747,0.1767459824472747,0.3968421304230078,0.000857775309960329,-20.781276538383754,3.2296962705904106,4.501092413908392,0.15257944490848535,6.007787731544731,0.1311404112778819,8.083152614054681,0.26798973219425426,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=2|degree=4,,,32,2.0,132.06451612903226,compact_polynomial,4,6.353724952179802,0.18140201167953487,0.3958603483913369,0.000868660648421506,-20.727717708932943,3.2711038044009513,4.500975168199039,0.1249321582452239,6.007439053499459,0.12780605475492426,8.046288632348887,0.31471794930328656,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=4|degree=2,,,32,4.0,264.1290322580645,compact_polynomial,2,6.3339373116676505,0.13451106381821648,0.3945999465837263,0.0006571625622077682,-20.656631296912057,2.528160883408667,4.464615193774131,0.1629359697424355,6.009575972081225,0.1074108962563758,8.015840269749797,0.20168405118041674,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=4|degree=3,,,32,4.0,264.1290322580645,compact_polynomial,3,6.3487316650117425,0.15832289748921638,0.3955467125524979,0.0007805893473317986,-20.709572784207747,2.973099088807543,4.46733877491464,0.12838591860107082,5.9597153061929475,0.10507043422201946,8.088078691939332,0.2750649327873679,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=32|ch=4|degree=4,,,32,4.0,264.1290322580645,compact_polynomial,4,6.348757819200999,0.10959956262351557,0.39552538691121386,0.0005657810608857045,-20.70694968200048,2.246981373703024,4.511525263350096,0.10381582119654961,5.99256909271575,0.08257279589485589,8.036550218511941,0.22902706105028622,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=1|degree=2,,,64,1.0,32.492063492063494,compact_polynomial,2,3.865538585270565,0.036947851835021944,0.24078719998314688,0.0001736659290720036,-12.213572699843557,0.6820738135796647,2.2889367106132616,0.08235465725918775,3.8999405852929323,0.09672047225550064,4.9241138603005785,0.09614406893196631,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=1|degree=3,,,64,1.0,32.492063492063494,compact_polynomial,3,4.075424665675854,0.07254488750604994,0.2538677182695691,0.00031787557408129044,-12.932398096181595,1.1617237284650659,2.4620065018062314,0.14645200918854512,4.067749509974026,0.1567045088543146,5.194419102103548,0.21098653666515232,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=1|degree=4,,,64,1.0,32.492063492063494,compact_polynomial,4,4.679584273371434,0.08171645294027531,0.2914831626255497,0.0003515998886922775,-14.995679090805302,1.2908428064284614,2.743238488847749,0.16852598151576345,4.275488460123766,0.19511274618722044,6.292234894957435,0.2541955807697527,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=2|degree=2,,,64,2.0,64.98412698412699,compact_polynomial,2,4.378738178345749,0.03476650544352941,0.2727551743680311,0.00017484985701736176,-13.967605304631823,0.7278258092868024,2.6835727205534496,0.040803451963681146,3.8836715836290665,0.06002144531379594,5.909692881790667,0.39235790295430273,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=2|degree=3,,,64,2.0,64.98412698412699,compact_polynomial,3,3.279062827709833,0.01917135373727184,0.20423659892777649,8.681969883353944e-05,-10.207378850329402,0.3669007649909335,2.2179840407237843,0.07837623122343113,3.6148727659740616,0.10847250399182391,3.7610609401839064,0.026192016904705025,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=2|degree=4,,,64,2.0,64.98412698412699,compact_polynomial,4,3.2811410697938053,0.019988615362640016,0.2043576938418334,8.561754928874936e-05,-10.213320625488564,0.3436485070787353,2.1509194642307516,0.07439814577927187,3.6310861284681004,0.08549145230442466,3.7902507208685443,0.05059950475356237,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=4|degree=2,,,64,4.0,129.96825396825398,compact_polynomial,2,3.7039566705573526,0.021062824017114623,0.2306906907436786,9.200374310596831e-05,-11.658550464238377,0.3985547205167824,2.582202902576254,0.005245415085944124,3.783501553933424,0.1350918897034571,4.481786527333419,0.03387457813165678,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=4|degree=3,,,64,4.0,129.96825396825398,compact_polynomial,3,3.96644240738492,0.12773117183478175,0.24714015917391768,0.0005672187367627002,-12.566714902380733,2.008810231557906,2.4581699573147873,0.046310144285800964,3.763886008384321,0.07645002217783535,5.1927793472278445,0.2899350197277713,10,5,True
0.02,kernel_smoothing,kernel|type=compact_polynomial|M=64|ch=4|degree=4,,,64,4.0,129.96825396825398,compact_polynomial,4,3.5011689456697654,0.016431912676809976,0.21803638817627044,6.0710786912325374e-05,-10.962470967243382,0.24479951478116835,2.4323872079463382,0.04133227352544981,3.7959589755386105,0.020334041584137243,4.052517527999827,0.019931374121169056,10,5,True
0.02,kernel_smoothing,kernel|type=gaussian|M=128|ch=1,,,128,1.0,16.118110236220474,gaussian,,0.9573405788859842,0.006174783622554003,0.059651154713124224,2.8653301755211098e-05,-2.2741809773441113,0.10220525877509033,0.4726818364849309,0.0012653331818100952,1.15485285070401,0.022613294658629334,1.0893935175032232,0.0016597389734937813,10,5,True
0.02,kernel_smoothing,kernel|type=gaussian|M=128|ch=2,,,128,2.0,32.23622047244095,gaussian,,0.9615882309354233,0.0077028130894748114,0.059920812714527295,3.5327459695804543e-05,-2.2892734618204575,0.12445847838391866,0.48089056409811903,0.0038009427539302727,1.1631748570491605,0.02314716817335979,1.088449711397965,0.0024118426676067325,10,5,True
0.02,kernel_smoothing,kernel|type=gaussian|M=128|ch=4,,,128,4.0,64.4724409448819,gaussian,,2.184182475765872,0.03537483267750793,0.13609231131351932,0.00015952571834683334,-6.470547936565126,0.5688912883309707,1.3605005427539232,0.0169769829060124,2.560007418309919,0.040138702557146126,2.429653824505047,0.05418409979362034,10,5,True
0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=1,,,32,1.0,66.03225806451613,gaussian,,6.363695171208363,0.18892611855581615,0.3964902020554354,0.0009079550877082294,-20.762395012280802,3.399986858122082,4.505713721678186,0.1406693485871396,6.008407900666373,0.12829262361458912,8.066692901063254,0.3176822495648684,10,5,True
0.02,kernel_smoothing,kernel|type=gaussian|M=32|ch=2,,,32,2.0,132.06451612903226,gaussian,,6.375893540680613,0.1870108235298786,0.39724503040672915,0.0008932842925172567,-20.803770922447317,3.347873619424318,4.586767693565871,0.16226886540680469,6.073739332729339,0.23238277374252522,7.999128022915,0.21795438346439067,10,5,True
