sample_index,clean_index,trajectory_seed,replicate_id,noise_seed,alpha,method,setting_id,window_length,polyorder,n_anchors,bandwidth_multiplier,bandwidth,kernel_type,kernel_degree,rmse,relative_rmse,denoising_gain,rmse_x,rmse_y,rmse_z
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.429115347400517,0.7673722368520762,-3.1639502268717408,6.136980923650061,6.802483039180464,19.481078373677853
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.438742716538538,0.76796662958108,-3.1293803013441934,6.13708174144178,6.803416043120149,19.499146621013942
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.167965411686327,0.7675666655582001,-3.2447643618154833,6.026637262464006,7.031227772595133,18.931973645041648
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.16277097593003,0.7672389956809429,-3.256598550286892,6.027095202950964,7.033830902220018,18.920844053379767
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.29277332744218,0.7678816795021701,-3.2141207017552347,6.059572278945251,6.919834362382671,19.20245568756893
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.292163892734006,0.7678436104891985,-3.201948770414253,6.060291505007768,6.920790027931601,19.200713834675888
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.299217866706826,0.7677123837653096,-3.25101531347212,6.076968163407826,6.970534940214563,19.190997394255906
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.295304200238085,0.7674680942302724,-3.2237093248596382,6.07713093901299,6.9716267495540505,19.183024165760987
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.450257318361638,0.7680456834841677,-3.1861015118404694,6.159535828707289,7.000745839734846,19.444186739037434
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.5|degree=8,,,192,0.5,5.358638743455497,compact_polynomial,8,12.449405887379049,0.7679931594379379,-3.2426058277088687,6.160660190385622,6.998611089554398,19.442963500502913
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.6082394955287962,0.09929253245975356,0.4612143322274509,0.8667410283157782,1.174521018855366,2.372459312830716
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.6268249945046902,0.10043999915577441,0.4599310204310205,0.860063365213208,1.1751943274243666,2.4122371336258146
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.6953373261209814,0.10694346789951098,0.4085858054574649,0.9005744328201706,1.3061614319690806,2.4709135866323257
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.66882570379704,0.10527108990884196,0.4159619476908871,0.9057702174087029,1.3182818520550899,2.407623508931298
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.7254035064404587,0.10777923801675701,0.40850950052580726,0.8813036508599624,1.2676636580766394,2.5587857481789564
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.668851297743515,0.10424664176389808,0.4295204880319978,0.8825193658620921,1.2704374001503418,2.4417908065840193
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.6781876753171114,0.10475182036662539,0.4199629940726157,0.8972877867512755,1.2726805020214602,2.4544043245317524
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.6365535534425406,0.1021530347123909,0.43780760591725854,0.8808971719382406,1.2843195309921236,2.368431150495957
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.6939829093822651,0.10450035113155477,0.43043872615074874,0.8848707406958458,1.2731908640358156,2.4909281579029385
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=1,,,192,0.75,8.037958115183246,compact_polynomial,1,1.6785852914616926,0.10355048530328846,0.4279585865955682,0.894414486095185,1.25053728028998,2.467615241443169
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2080545611044613,0.1980649415256334,-0.07474901826553881,1.6854226409420554,2.0725496292329946,4.8722408352662
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2198404956639477,0.1987926038502249,-0.06891397460828208,1.6804245842118082,2.0749772878718105,4.89619861976054
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2560878271571703,0.2053970726983935,-0.13587811109191072,1.7289412058230909,2.260538846544516,4.868988626455552
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.238592172095269,0.2042934303750251,-0.13340839616172206,1.7329469863905236,2.268824377133811,4.828536886009429
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2746768640896677,0.20455631152090004,-0.12260132005464985,1.7087687048752755,2.1952808648264357,4.942810650872457
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2454369889407726,0.20272981038566443,-0.10941898303175468,1.7085873953693405,2.1965764724685206,4.8840930233296715
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2548899282518855,0.20316896023738973,-0.12499730296831846,1.7253081244003678,2.209150017444454,4.891410165934768
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.239524944136489,0.20220988391972583,-0.11284857144077276,1.7184420724902283,2.21642993440367,4.859831353084429
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2961940909759755,0.20333938317615924,-0.10826649720761705,1.7356905152397115,2.2127942814432124,4.968461166143284
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=2,,,192,0.75,8.037958115183246,compact_polynomial,2,3.2851991607353814,0.20266111537047754,-0.11955584311457557,1.7387205039082922,2.1987380069612588,4.9517676402596145
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.451556212695462,0.3365784907721433,-0.8263575559627343,2.7535872215319723,3.174776709498792,8.455586654914926
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.459292629503488,0.3370561363088739,-0.8123612616869582,2.75054153128752,3.1770139105511928,8.470698432861363
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.402993841932225,0.34082591682093405,-0.8848209155259261,2.751491965659579,3.361453757355259,8.28896543411454
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.39159572080324,0.3401069126544527,-0.8868939137571168,2.754053449757692,3.3674136609422165,8.263390834380822
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.4481734855550235,0.3403261814783399,-0.8677038989222663,2.7472318747283397,3.284886353292945,8.408925119094638
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.432076320919482,0.33932065428880254,-0.8568989656065529,2.747002598808673,3.285867894161419,8.377315105279253
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.438892005736761,0.33949351836990155,-0.8798604476545282,2.761692551724199,3.308741461323963,8.376748948253656
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.4309984860407905,0.33900080794816845,-0.8656682726357334,2.7582126503248676,3.313452247825874,8.360653732998246
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.508306389206524,0.33980269141096375,-0.8520363968326603,2.7929175616801714,3.320181178241835,8.49707751344116
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=3,,,192,0.75,8.037958115183246,compact_polynomial,3,5.501943598046537,0.33941017628775166,-0.8749953358386333,2.7942075561317115,3.3109736159217644,8.487874169436203
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,7.024760612913079,0.43370796023780467,-1.353405912672355,3.508491466028696,3.968269104316776,10.95377163148537
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,7.031363361943389,0.43411561324858966,-1.334253068824808,3.5063634271633766,3.9702857574408497,10.966424153020572
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,6.918702672646202,0.43643825082961635,-1.4135721578104046,3.4764530517171184,4.156369101536784,10.688508319145475
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,6.90959690631172,0.43586385055264004,-1.4181479888652029,3.478377348404743,4.161345676827996,10.668255780735079
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,6.983286718176179,0.43621872711404586,-1.3939604466360018,3.482345606318831,4.072861625315811,10.843613208887028
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,6.9720775665494585,0.4355185350623706,-1.383332423293882,3.4821833112004774,4.073779731168103,10.821659524817232
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,6.978408593955935,0.4355895435478374,-1.411968152615151,3.496746954966956,4.10306351416826,10.818141709379885
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,6.972443881164088,0.43521722850101646,-1.3951889077590311,3.494488432536343,4.106649599796824,10.805965976593946
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,7.067017502437578,0.4359582415898616,-1.3761157616821,3.540666967449588,4.119404541848377,10.96915642998528
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=4,,,192,0.75,8.037958115183246,compact_polynomial,4,7.062576751866823,0.4356842955002279,-1.4068400980072444,3.5415348989850766,4.112283789985097,10.962966009156727
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.933799523064359,0.551571816013093,-1.9929641419468078,4.430502501060164,4.9502565542943024,13.975118224533247
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.940161963301874,0.5519646323850097,-1.9679308868572503,4.429316613690845,4.951968166686993,13.987088810828705
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.765574410348185,0.5529406514741895,-2.0578487535929977,4.36600059820786,5.145640354501397,13.600231922604426
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.758391838033859,0.5524875680789867,-2.065169777051464,4.367367436940639,5.149748242308456,13.58434678139534
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.852908377450694,0.5530067115270043,-2.034890782609104,4.382934174281044,5.053290047907738,13.79768487588574
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.846063538291563,0.5525791410797642,-2.023935096545734,4.382917104630342,5.054218949241244,13.784173128539258
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.852429014133216,0.5525651674932964,-2.0596914135793987,4.397988002832579,5.090918390359667,13.778125773139134
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.847452527750198,0.5522545371536043,-2.0392959079440978,4.396775493449631,5.093452061925323,13.767983150972023
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.963874255640901,0.5529737059479364,-2.0138885176410217,4.456255761940758,5.112662064418882,13.966230565619586
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=6,,,192,0.75,8.037958115183246,compact_polynomial,6,8.96108859968655,0.552801861224032,-2.053829801965722,4.457052901037939,5.107486624791392,13.962506454402217
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,10.03466582780854,0.6195391825661198,-2.361771765922532,4.965445555432188,5.526348960667813,15.712650076557093
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,10.04152970574071,0.6199629576470542,-2.333559983286416,4.964745858708058,5.5278690389806195,15.725486286285083
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,9.83430677459468,0.620357290940551,-2.4306733712332957,4.884659897831591,5.7294869469739655,15.279196517405206
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,9.827977115450022,0.6199580101076914,-2.439491973059904,4.88576981699349,5.733170303652967,15.265235475094876
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,9.934092166408844,0.6205440524997148,-2.4055344824550478,4.907220170817636,5.631516376614162,15.500444348700592
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,9.929423394652556,0.6202524125091338,-2.3942704301840276,4.907342441504903,5.6324769135620425,15.491079395278295
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,9.935918497352096,0.6201961585824338,-2.434181111629012,4.922863512663736,5.673360422855456,15.483727765177612
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,9.931200076795669,0.6199016366110175,-2.411587195264057,4.922167770767928,5.675360766876196,15.474131623398288
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,10.060262586798228,0.6206089606768407,-2.3825228946874466,4.989025638583609,5.697964030555891,15.692975467706658
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=0.75|degree=8,,,192,0.75,8.037958115183246,compact_polynomial,8,10.058155105256805,0.6204789519501516,-2.427696699070838,4.989929000359419,5.693784568374664,15.690152269003677
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9710010361227535,0.12168939072913236,0.3396834784991952,0.9610263039677767,1.0716236097984173,3.0955753157039423
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9902193557034815,0.12287592770083129,0.3392923392595981,0.9546426296809141,1.0708405260661067,3.134466026100888
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9436980568797653,0.12261029563235692,0.32194578445717237,0.9125742172572286,1.073345274232424,3.0576174759499932
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.929220315260736,0.12169702611823924,0.3248317827101943,0.9107623847154971,1.081373858671635,3.0276749381023658
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,2.002214232644034,0.12507052613210087,0.31361522559776633,0.9249732753264472,1.0788244078345104,3.163407630578043
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9625001571718024,0.12258974249108023,0.3291396702544537,0.9241571735566522,1.0898366532318715,3.0842195428558847
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9767043475666812,0.12338511465656284,0.31678578729308904,0.9417108338566018,1.081619592416453,3.1089162091901117
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9434872515044166,0.12131171647172764,0.3323690822740213,0.9307075986420997,1.0914210511110771,3.045326180444718
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9920144344568165,0.12288566000690856,0.3302327476083813,0.9359329649809177,1.0915399275036393,3.1363887821793237
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=1,,,192,1.0,10.717277486910994,compact_polynomial,1,1.9881623232168602,0.12264802657215329,0.32245850643665885,0.9443380948289763,1.0774233972963017,3.1314138429773943
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2147388048198187,0.07499784238791841,0.59304328743097,0.6241710381834875,0.8506399246880645,1.820327807133889
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2444907388299733,0.07683472357486651,0.5868573167530029,0.6146022295750257,0.8526699080978233,1.8818846203544408
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2714967578279421,0.08020720750378926,0.556441529772232,0.6057551984610953,0.9201660844375465,1.9069522888864152
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2354152909041234,0.07793115474409246,0.5676423615414953,0.6103485031784971,0.9348546697463916,1.8254517999991922
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.3224754230565579,0.08260988972195697,0.5466384265441613,0.5995357678508467,0.9102995764112648,2.014630308026471
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2530099823959686,0.07827065415476941,0.5716715298632036,0.5997320992437675,0.9176503986594577,1.8730566470154193
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2762573494957445,0.07966348614179965,0.5588833700292503,0.6288777546421446,0.9081159821056236,1.9147680275130725
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2215210020780807,0.07624686467773313,0.5803804799811969,0.6083629552494331,0.9234300931651315,1.8037494430410035
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2869410725266386,0.07939028972476209,0.5672968171181315,0.606900369992122,0.9061473643340661,1.9440218279334973
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=2,,,192,1.0,10.717277486910994,compact_polynomial,2,1.2692478728334569,0.07829881142805811,0.5674557909988759,0.6193818074088976,0.8787012400638171,1.9176080922435526
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.6261227420841669,0.10039664216730745,0.45522316178047195,0.9044937181252444,1.243341573318835,2.359834393108762
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.6492700652453047,0.10182575539498501,0.45247976630584785,0.8965587444491384,1.2460939834887534,2.4090885094590617
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.733469056917351,0.10934885322639744,0.39528364634848867,0.9504173665869653,1.3973175018269006,2.4817243082679274
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.703042434089262,0.1074295133336391,0.40398713661817487,0.9556050038087601,1.4090619958603514,2.4088221116229676
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.7522278667456581,0.1094548513461548,0.3993137650263874,0.925677122541589,1.3524403446210875,2.5543951280184594
5,2,2,1,1005,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.6983889731335056,0.10609174532050741,0.419423339973369,0.9256907717925011,1.3559566656519912,2.4409124171253245
6,3,3,0,1006,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.7156452355185638,0.10708990666966844,0.40701642594549026,0.9485211813438407,1.3576510013791065,2.4672671216285122
7,3,3,1,1007,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.6792240367434943,0.1048165096427821,0.42314934978309837,0.9353634172343719,1.3690522863291736,2.389596453740223
8,4,4,0,1008,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.7367286136011517,0.10713729692097136,0.41606650455887295,0.9396163479627505,1.3561516421281965,2.5152838158142448
9,4,4,1,1009,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=3,,,192,1.0,10.717277486910994,compact_polynomial,3,1.7192174498625192,0.10605704826599731,0.414111642124226,0.9467924310982081,1.3350574756455025,2.487635734763744
0,0,0,0,1000,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=4,,,192,1.0,10.717277486910994,compact_polynomial,4,2.947256606836467,0.18196330404465758,0.012622421333259526,1.5467359389071238,1.9104264126141224,4.474018705470849
1,0,0,1,1001,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=4,,,192,1.0,10.717277486910994,compact_polynomial,4,2.9607737527172984,0.18279785116893046,0.017090304878494944,1.5416021503206123,1.9129784054524244,4.501390904458155
2,1,1,0,1002,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=4,,,192,1.0,10.717277486910994,compact_polynomial,4,2.9941490502931827,0.18887372908790073,-0.04450142259952439,1.5839348286650812,2.085147504443959,4.476393185296348
3,1,1,1,1003,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=4,,,192,1.0,10.717277486910994,compact_polynomial,4,2.975222754978668,0.18767984063618146,-0.04123714001400813,1.5877217403178088,2.093849796296642,4.432920485537636
4,2,2,0,1004,0.2,kernel_smoothing,kernel|type=compact_polynomial|M=192|ch=1|degree=4,,,192,1.0,10.717277486910994,compact_polynomial,4,3.0144607897609323,0.18830162668562803,-0.03339590508858925,1.5649512484795316,2.0242570306245242,4.55128911659849
