alpha,method,setting_id,window_length,polyorder,n_anchors,bandwidth_multiplier,bandwidth,kernel_type,kernel_degree,mean_rmse,variance_cluster_rmse,mean_relative_rmse,variance_cluster_relative_rmse,mean_denoising_gain,variance_cluster_denoising_gain,mean_rmse_x,variance_cluster_rmse_x,mean_rmse_y,variance_cluster_rmse_y,mean_rmse_z,variance_cluster_rmse_z,n_realizations,n_clusters,eligible_for_ranking
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.5|degree=6,,,128,0.5,8.059055118110237,compact_polynomial,6,11.763046898372135,0.01270723122674735,0.7325403583476199,1.880225719503909e-07,-3.018504233163056,0.001525172114681329,5.830466826442399,0.0034683786369510876,6.659110454950318,0.008861715675075871,18.35079119435739,0.04851816376611059,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.5|degree=8,,,128,0.5,8.059055118110237,compact_polynomial,8,12.33229436199641,0.014048481020347614,0.7679898912992615,1.624808038554455e-07,-3.2129667119719407,0.0016413443155628505,6.106442926326678,0.003738122586820502,6.965671853161666,0.009064976722618738,19.246509938238216,0.05318721274063098,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.75|degree=1,,,128,0.75,12.088582677165354,compact_polynomial,1,2.1429462374629917,0.0065193330772157785,0.13348572318367433,3.492390703716193e-05,0.2674914842278987,0.001524261275117126,1.2694572868417842,0.0021588416324362014,1.9514553627231959,0.02067405000630441,2.889191614380258,0.008166633328728534,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.75|degree=2,,,128,0.75,12.088582677165354,compact_polynomial,2,3.6137045559314815,0.0038862752609948,0.22506989837858987,2.5713994944251454e-05,-0.23488039528948335,0.001548932099696316,2.048169509162151,0.002529487851680807,2.741531882417109,0.02122857742772936,5.239469521394621,0.0047470226390666755,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.75|degree=3,,,128,0.75,12.088582677165354,compact_polynomial,3,5.650349259754791,0.001728771443596054,0.3518891187949444,8.697526227284587e-06,-0.9304845893048782,0.0011905992790757387,2.9675361728501346,0.0013682935437930276,3.6414346120053027,0.01530392963654162,8.584765186772032,0.007030130206764353,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.75|degree=4,,,128,0.75,12.088582677165354,compact_polynomial,4,7.123132008871297,0.0029520762364812158,0.44360018706288307,3.5881269421704206e-06,-1.4335394510722101,0.0011247752149342097,3.640725702861176,0.0013318093269263803,4.32304214903386,0.012193913334338426,10.96624403437911,0.013998631178555373,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.75|degree=6,,,128,0.75,12.088582677165354,compact_polynomial,6,8.939418013744577,0.006170003880677294,0.5567035845469762,9.831346538712079e-07,-2.053950576223367,0.0011745308974651107,4.484694564429665,0.001965988305870924,5.202335670019402,0.009794619396652514,13.876142266034753,0.026089337698770088,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=0.75|degree=8,,,128,0.75,12.088582677165354,compact_polynomial,8,9.999308318433467,0.008523231071235128,0.6227058960619066,4.4819214812332043e-07,-2.4160028751876554,0.0012661532243362396,4.985214071438782,0.0025170983580299505,5.736745515286165,0.009078693171590942,15.562123721338583,0.03421526820431181,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=1.5|degree=1,,,128,1.5,24.177165354330707,compact_polynomial,1,1.7593685555809269,0.0026870966526292206,0.1095893428769384,1.6184393926700893e-05,0.398666900700154,0.0007558980333910029,0.8801903253751335,0.000858027707519343,1.686886085897419,0.002822572942386486,2.3789760512341327,0.011925495338026143,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=1.5|degree=2,,,128,1.5,24.177165354330707,compact_polynomial,2,1.2553529720867806,0.004337166957672785,0.0782063261985464,2.2112400538156222e-05,0.5708123784283307,0.0008567848018487305,0.6222429499819189,0.000607570136044013,1.2455355668157233,0.01359992930029505,1.6687620447386284,0.0031658576880990476,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=1.5|degree=3,,,128,1.5,24.177165354330707,compact_polynomial,3,1.3090493630396258,0.003301509447432006,0.08154605030401248,1.73320122715583e-05,0.5524954297788731,0.0007142910029881293,0.6637730097975441,0.0008105313807865661,1.2761684264045265,0.01118119296919477,1.750930706546167,0.004068876955584954,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=1.5|degree=4,,,128,1.5,24.177165354330707,compact_polynomial,4,1.4008033717101789,0.0039852713548106,0.08726114072854435,2.0446057235203875e-05,0.521124060425352,0.0008440543806132748,0.7444634159591906,0.0013264716208911227,1.3783577920849042,0.014143960490004454,1.8504318022875226,0.006038865211423106,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=1.5|degree=6,,,128,1.5,24.177165354330707,compact_polynomial,6,1.7339667956513598,0.006368476376483041,0.10801370904484701,3.1912978424553144e-05,0.40723144545287243,0.001319714936257748,1.0231012091052585,0.0020667893957306126,1.6960109973076984,0.019692906801622816,2.2552050707821603,0.010046678562454859,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=1.5|degree=8,,,128,1.5,24.177165354330707,compact_polynomial,8,2.4784756321257615,0.005122991848459077,0.15437546145527917,2.8719696953274045e-05,0.15291587683671087,0.00138386482023592,1.4461420019396458,0.002279224275756924,2.1214769882604174,0.020850491822892538,3.43870376988598,0.006796287398275548,10,5,True
0.2,kernel_smoothing,kernel|type=compact_polynomial|M=128|ch=1|degree=1,,,128,1.0,16.118110236220474,compact_polynomial,1,2.12971352394014,0.0005053159924781655,0.13264223080700127,5.2938910028586e-06,0.2722780243786868,0.00035596949494794936,1.024725703694431,0.000279928589000726,1.5336148471276674,0.006464899835301371,3.19379102593381,0.0003782142123267831,10,5,True
